Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
147,Arnaut Danjuma,nl NED,"FW,MF",eng Tottenham Hotspur,25,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
148,Mohamed Daramy,dk DEN,"FW,MF",dk FC Copenhagen,20,2002,6,6,443,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
149,Matteo Darmian,it ITA,"DF,MF",it Inter,32,1989,11,9,821,9.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
150,Dean David,il ISR,FW,il Maccabi Haifa,26,1996,6,3,237,2.6,1,0,1,1,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Alphonso Davies,ca CAN,DF,de Bayern Munich,21,2000,9,6,602,6.7,0,2,2,0,0,0,1,0,0,0.3,0.3,0,0.3,Matches
152,Ben Davies,wls WAL,DF,eng Tottenham Hotspur,29,1993,7,4,392,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Ben Davies,eng ENG,DF,sct Rangers,26,1995,3,3,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
154,Steven Davis,nir NIR,MF,sct Rangers,37,1985,5,3,249,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Kevin De Bruyne,be BEL,MF,eng Manchester City,31,1991,10,9,716,8,2,6,8,2,0,0,1,0,0.25,0.75,1.01,0.25,1.01,Matches
156,Charles De Ketelaere,be BEL,MF,it Milan,21,2001,6,3,234,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
157,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,28,1994,5,1,256,2.8,1,0,1,1,0,0,1,0,0.35,0,0.35,0.35,0.35,Matches
158,Mattia De Sciglio,it ITA,DF,it Juventus,29,1992,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
159,Amar Dedić,ba BIH,DF,at RB Salzburg,19,2002,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Thomas Delaney,dk DEN,MF,es Sevilla,30,1991,4,3,230,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
161,Ousmane Dembélé,fr FRA,FW,es Barcelona,25,1997,6,5,413,4.6,1,2,3,1,0,0,1,0,0.22,0.44,0.65,0.22,0.65,Matches
162,Kerem Demirbay,de GER,MF,de Leverkusen,29,1993,5,2,268,3,0,0,0,0,0,1,1,0,0,0,0,0,0,Matches
163,Sergiño Dest,us USA,DF,it Milan,21,2000,4,1,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
164,Giovanni Di Lorenzo,it ITA,DF,it Napoli,28,1993,10,10,888,9.9,2,2,4,2,0,0,2,0,0.2,0.2,0.41,0.2,0.41,Matches
165,Ángel Di María,ar ARG,FW,it Juventus,34,1988,3,2,146,1.6,0,3,3,0,0,0,0,0,0,1.85,1.85,0,1.85,Matches
166,Moussa Diaby,fr FRA,"MF,FW",de Leverkusen,23,1999,6,6,505,5.6,2,0,2,2,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
167,Abdou Diallo,sn SEN,DF,de RB Leipzig,26,1996,5,2,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
168,Rúben Dias,pt POR,"DF,MF",eng Manchester City,25,1997,12,11,"1,049",11.7,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
169,Brahim Díaz,ma MAR,"FW,MF",it Milan,22,1999,10,8,602,6.7,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
170,Luis Díaz,co COL,"FW,MF",eng Liverpool,25,1997,3,3,269,3,1,0,1,1,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
171,Eric Dier,eng ENG,DF,eng Tottenham Hotspur,28,1994,7,7,617,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
172,Kevin Diks,id IDN,DF,dk FC Copenhagen,25,1996,6,4,335,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Federico Dimarco,it ITA,MF,it Inter,24,1997,11,10,728,8.1,0,5,5,0,0,0,2,0,0,0.62,0.62,0,0.62,Matches
174,Junior Dina Ebimbe,cm CMR,MF,de Eintracht Frankfurt,21,2000,6,3,239,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
175,Marko Dmitrović,rs SRB,GK,es Sevilla,30,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Matt Doherty,ie IRL,MF,eng Tottenham Hotspur,30,1992,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Kasper Dolberg,dk DEN,FW,es Sevilla,24,1997,4,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
178,Gianluigi Donnarumma,it ITA,GK,fr Paris Saint-Germain,23,1999,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
179,Julian Draxler,de GER,"FW,MF",pt Benfica,28,1993,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
180,Josip Drmić,ch SUI,FW,hr Dinamo Zagreb,29,1992,6,0,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
181,Denzel Dumfries,nl NED,MF,it Inter,26,1996,12,10,885,9.8,1,0,1,1,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
182,Edin Džeko,ba BIH,FW,it Inter,36,1986,13,11,824,9.2,4,1,5,4,0,0,2,0,0.44,0.11,0.55,0.44,0.55,Matches
183,Ederson,br BRA,GK,eng Manchester City,28,1993,11,11,990,11,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
184,Jorge Eduardo Sánchez,mx MEX,DF,nl Ajax,24,1997,5,3,269,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
185,Marcus Edwards,eng ENG,FW,pt Sporting CP,23,1998,6,6,352,3.9,2,1,3,2,0,0,0,0,0.51,0.26,0.77,0.51,0.77,Matches
186,Hugo Ekitike,fr FRA,FW,fr Paris Saint-Germain,20,2002,4,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Harvey Elliott,eng ENG,MF,eng Liverpool,19,2003,8,4,395,4.4,2,0,2,2,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
188,Elif Elmas,mk MKD,"MF,FW",it Napoli,22,1999,10,2,285,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
189,Emerson,br BRA,MF,eng Tottenham Hotspur,23,1999,8,6,543,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
190,Mahir Emreli,az AZE,"FW,MF",hr Dinamo Zagreb,25,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Youssef En-Nesyri,ma MAR,FW,es Sevilla,25,1997,4,3,245,2.7,2,0,2,2,0,0,0,0,0.73,0,0.73,0.73,0.73,Matches
192,Ricardo Esgaio,pt POR,MF,pt Sporting CP,29,1993,3,2,109,1.2,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
193,Dario Essugo,pt POR,MF,pt Sporting CP,17,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Stephen Eustáquio,ca CAN,MF,pt Porto,25,1996,7,7,594,6.6,2,0,2,2,0,0,1,0,0.3,0,0.3,0.3,0.3,Matches
195,Evanilson,br BRA,FW,pt Porto,22,1999,8,6,513,5.7,1,1,2,1,0,0,0,0,0.18,0.18,0.35,0.18,0.35,Matches
196,Fabinho,br BRA,MF,eng Liverpool,28,1993,8,7,632,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Nicolò Fagioli,it ITA,MF,it Juventus,21,2001,2,1,108,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
198,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,30,1992,3,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Abdul Fatawu Issahaku,gh GHA,"FW,MF",pt Sporting CP,18,2004,2,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
200,Ansu Fati,es ESP,FW,es Barcelona,19,2002,6,2,244,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Felipe,br BRA,DF,es Atlético Madrid,33,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
202,João Félix,pt POR,"FW,MF",eng Chelsea,22,1999,4,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
203,João Félix,pt POR,FW,es Atlético Madrid,22,1999,5,3,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Mateus Fernandes,pt POR,MF,pt Sporting CP,18,2004,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Enzo Fernández,ar ARG,MF,pt Benfica,21,2001,5,5,427,4.7,0,1,1,0,0,0,3,0,0,0.21,0.21,0,0.21,Matches
206,Enzo Fernández,ar ARG,MF,eng Chelsea,21,2001,4,4,332,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
207,Fernando,br BRA,FW,at RB Salzburg,23,1999,1,1,64,0.7,0,1,1,0,0,0,0,0,0,1.41,1.41,0,1.41,Matches
208,Fernando,br BRA,MF,es Sevilla,35,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
209,Roberto Firmino,br BRA,FW,eng Liverpool,30,1991,8,4,417,4.6,2,1,3,2,0,0,0,0,0.43,0.22,0.65,0.43,0.65,Matches
210,Phil Foden,eng ENG,MF,eng Manchester City,22,2000,8,3,384,4.3,1,2,3,1,0,0,1,0,0.23,0.47,0.7,0.23,0.7,Matches
211,Wesley Fofana,fr FRA,DF,eng Chelsea,21,2000,5,5,397,4.4,1,0,1,1,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
212,Bernardo Folha,pt POR,MF,pt Porto,20,2002,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
213,James Forrest,sct SCO,"FW,MF",sct Celtic,31,1991,3,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Emil Forsberg,se SWE,MF,de RB Leipzig,30,1991,8,4,402,4.5,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
215,Fraser Forster,eng ENG,GK,eng Tottenham Hotspur,34,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Timothy Fosu-Mensah,nl NED,DF,de Leverkusen,24,1998,3,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
217,Lassina Franck Traoré,bf BFA,FW,ua Shakhtar Donetsk,21,2001,6,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
218,André Franco,pt POR,MF,pt Porto,24,1998,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Jeremie Frimpong,nl NED,"MF,DF",de Leverkusen,21,2000,5,4,374,4.2,0,2,2,0,0,0,2,1,0,0.48,0.48,0,0.48,Matches
220,Kyogo Furuhashi,jp JPN,FW,sct Celtic,27,1995,6,5,359,4,0,1,1,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
221,Matteo Gabbia,it ITA,DF,it Milan,22,1999,4,2,211,2.3,1,0,1,1,0,0,1,0,0.43,0,0.43,0.43,0.43,Matches
222,Gianluca Gaetano,it ITA,MF,it Napoli,22,2000,3,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Roberto Gagliardini,it ITA,MF,it Inter,28,1994,6,1,116,1.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
224,Cody Gakpo,nl NED,FW,eng Liverpool,23,1999,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
225,Galeno,br BRA,"MF,FW",pt Porto,24,1997,8,7,563,6.3,2,1,3,2,0,0,0,0,0.32,0.16,0.48,0.32,0.48,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Conor Gallagher,eng ENG,"MF,FW",eng Chelsea,22,2000,8,2,301,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
227,Eric García,es ESP,DF,es Barcelona,21,2001,4,2,225,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Federico Gatti,it ITA,DF,it Juventus,24,1998,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
229,Gavi,es ESP,MF,es Barcelona,17,2004,5,4,329,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
230,Gerson,br BRA,"MF,FW",fr Marseille,25,1997,3,2,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
231,Giorgos Giakoumakis,gr GRE,"MF,FW",sct Celtic,27,1994,6,2,246,2.7,1,0,1,1,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
232,Samuel Gigot,fr FRA,DF,fr Marseille,28,1993,5,2,249,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Bryan Gil,es ESP,"FW,MF",eng Tottenham Hotspur,21,2001,4,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
234,Gilberto,br BRA,DF,pt Benfica,29,1993,5,2,201,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
235,Olivier Giroud,fr FRA,FW,it Milan,35,1986,12,12,932,10.4,5,2,7,3,2,3,1,0,0.48,0.19,0.68,0.29,0.48,Matches
236,Jamie Gittens,eng ENG,MF,de Dortmund,17,2004,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
237,Serge Gnabry,de GER,"FW,MF",de Bayern Munich,27,1995,8,3,343,3.8,2,3,5,2,0,0,0,0,0.52,0.79,1.31,0.52,1.31,Matches
238,Sean Goldberg,il ISR,DF,il Maccabi Haifa,27,1995,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
239,Connor Goldson,eng ENG,DF,sct Rangers,29,1992,4,4,314,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
240,Joe Gomez,eng ENG,DF,eng Liverpool,25,1997,5,4,298,3.3,0,1,1,0,0,0,1,0,0,0.3,0.3,0,0.3,Matches
241,Papu Gómez,ar ARG,"MF,FW",es Sevilla,34,1988,5,3,246,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
242,Sergio Gómez,es ESP,DF,eng Manchester City,21,2000,5,4,305,3.4,0,1,1,0,0,0,0,1,0,0.3,0.3,0,0.3,Matches
243,Diogo Gonçalves,pt POR,"FW,MF",pt Benfica,25,1997,4,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
244,Pedro Gonçalves,pt POR,"FW,MF",pt Sporting CP,24,1998,5,5,363,4,0,2,2,0,0,0,2,1,0,0.5,0.5,0,0.5,Matches
245,Leon Goretzka,de GER,MF,de Bayern Munich,27,1995,9,7,606,6.7,2,4,6,2,0,0,1,0,0.3,0.59,0.89,0.3,0.89,Matches
246,Robin Gosens,de GER,MF,it Inter,28,1994,11,3,426,4.7,1,0,1,1,0,0,1,0,0.21,0,0.21,0.21,0.21,Matches
247,Mario Götze,de GER,"MF,FW",de Eintracht Frankfurt,30,1992,7,6,522,5.8,0,2,2,0,0,0,2,0,0,0.34,0.34,0,0.34,Matches
248,Lucas Gourna-Douath,fr FRA,MF,at RB Salzburg,18,2003,6,3,315,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
249,Kamil Grabara,pl POL,GK,dk FC Copenhagen,23,1999,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
250,Ryan Gravenberch,nl NED,MF,de Bayern Munich,20,2002,6,2,254,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Ivo Grbić,hr CRO,GK,es Atlético Madrid,26,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Jack Grealish,eng ENG,"FW,MF",eng Manchester City,26,1995,13,12,933,10.4,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
253,Antoine Griezmann,fr FRA,FW,es Atlético Madrid,31,1991,6,4,406,4.5,1,1,2,1,0,1,0,0,0.22,0.22,0.44,0.22,0.44,Matches
254,Florian Grillitsch,at AUT,"DF,MF",nl Ajax,26,1995,5,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
255,Álex Grimaldo,es ESP,DF,pt Benfica,26,1995,10,10,900,10,2,4,6,2,0,0,0,0,0.2,0.4,0.6,0.2,0.6,Matches
256,Marko Grujić,rs SRB,MF,pt Porto,26,1996,4,3,278,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
257,Nemanja Gudelj,rs SRB,"DF,MF",es Sevilla,30,1991,6,5,496,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
258,Gonçalo Guedes,pt POR,"FW,MF",pt Benfica,25,1996,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
259,Mattéo Guendouzi,fr FRA,"MF,FW",fr Marseille,23,1999,6,5,418,4.6,2,0,2,1,1,1,1,0,0.43,0,0.43,0.22,0.22,Matches
260,Raphaël Guerreiro,pt POR,DF,de Dortmund,28,1993,6,5,479,5.3,2,0,2,2,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
261,Pape Gueye,sn SEN,MF,fr Marseille,23,1999,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Péter Gulácsi,hu HUN,GK,de RB Leipzig,32,1990,3,3,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,İlkay Gündoğan,de GER,MF,eng Manchester City,31,1990,13,12,994,11,1,2,3,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,Matches
264,Joško Gvardiol,hr CRO,DF,de RB Leipzig,20,2002,6,6,540,6,2,0,2,2,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
265,Erling Haaland,no NOR,"FW,MF",eng Manchester City,22,2000,11,11,841,9.3,12,1,13,11,1,2,1,0,1.28,0.11,1.39,1.18,1.28,Matches
266,Amadou Haidara,ml MLI,MF,de RB Leipzig,24,1998,7,4,339,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
267,Achraf Hakimi,ma MAR,"MF,DF",fr Paris Saint-Germain,23,1998,8,7,580,6.4,0,2,2,0,0,0,1,0,0,0.31,0.31,0,0.31,Matches
268,Sead Haksabanović,me MNE,"MF,FW",sct Celtic,23,1999,6,3,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Sébastien Haller,ci CIV,FW,de Dortmund,28,1994,2,2,143,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
270,Marcel Halstenberg,de GER,DF,de RB Leipzig,30,1991,4,2,167,1.9,0,1,1,0,0,0,0,0,0,0.54,0.54,0,0.54,Matches
271,Hákon Haraldsson,is ISL,FW,dk FC Copenhagen,19,2003,6,3,298,3.3,1,0,1,1,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches
272,Amine Harit,ma MAR,"MF,FW",fr Marseille,25,1997,6,4,380,4.2,1,2,3,1,0,0,0,0,0.24,0.47,0.71,0.24,0.71,Matches
273,Joe Hart,eng ENG,GK,sct Celtic,35,1987,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
274,Makoto Hasebe,jp JPN,DF,de Eintracht Frankfurt,38,1984,4,3,257,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
275,Reo Hatate,jp JPN,MF,sct Celtic,24,1997,6,6,448,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Milan Havel,cz CZE,"DF,MF",cz Viktoria Plzeň,27,1994,6,5,424,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
277,Kai Havertz,de GER,"FW,MF",eng Chelsea,23,1999,10,7,619,6.9,2,0,2,1,1,2,0,0,0.29,0,0.29,0.15,0.15,Matches
278,Eden Hazard,be BEL,FW,es Real Madrid,31,1991,3,1,132,1.5,1,1,2,1,0,0,0,0,0.68,0.68,1.36,0.68,1.36,Matches
279,Thorgan Hazard,be BEL,"MF,DF",de Dortmund,29,1993,5,3,200,2.2,1,0,1,1,0,0,0,0,0.45,0,0.45,0.45,0.45,Matches
280,Dolev Haziza,il ISR,"FW,MF",il Maccabi Haifa,27,1995,3,2,211,2.3,0,1,1,0,0,0,1,0,0,0.43,0.43,0,0.43,Matches
281,Lukáš Hejda,cz CZE,DF,cz Viktoria Plzeň,32,1990,6,6,512,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
282,Jordan Henderson,eng ENG,MF,eng Liverpool,32,1990,4,4,277,3.1,0,1,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
283,Jack Hendry,sct SCO,DF,be Club Brugge,27,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Benjamin Henrichs,de GER,DF,de RB Leipzig,25,1997,7,1,202,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
285,Mario Hermoso,es ESP,DF,es Atlético Madrid,27,1995,3,2,158,1.8,1,0,1,1,0,0,1,0,0.57,0,0.57,0.57,0.57,Matches
286,Lucas Hernández,fr FRA,DF,de Bayern Munich,26,1996,2,2,173,1.9,1,0,1,1,0,0,0,0,0.52,0,0.52,0.52,0.52,Matches
287,Theo Hernández,fr FRA,DF,it Milan,24,1997,11,11,945,10.5,0,1,1,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches
288,Son Heung-min,kr KOR,"MF,FW",eng Tottenham Hotspur,30,1992,8,8,618,6.9,2,0,2,2,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
289,Piero Hincapié,ec ECU,DF,de Leverkusen,20,2002,5,5,450,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
290,Adam Hložek,cz CZE,"MF,FW",de Leverkusen,20,2002,6,3,275,3.1,0,1,1,0,0,0,0,0,0,0.33,0.33,0,0.33,Matches
